Unnamed: 0,chromosome_id,accession,taxid,species_long_name,lineage,lineage_names,lineage_ranks,rank_dict,lineage_names_dict
25,NZ_CP007737.1,GCF_000740315.1,235,Brucella_abortus_strain_BFY_chromosome_1_NZ_CP007737,"[1, 131567, 2, 1224, 28211, 356, 118882, 2826938, 234, 235]","{1: 'root', 2: 'Bacteria', 234: 'Brucella', 235: 'Brucella abortus', 356: 'Hyphomicrobiales', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 118882: 'Brucellaceae', 131567: 'cellular organisms', 2826938: 'Brucella/Ochrobactrum group'}","{1: 'no rank', 2: 'superkingdom', 234: 'genus', 235: 'species', 356: 'order', 1224: 'phylum', 28211: 'class', 118882: 'family', 131567: 'no rank', 2826938: 'no rank'}","{'no rank': '2826938', 'superkingdom': '2', 'genus': '234', 'species': '235', 'order': '356', 'phylum': '1224', 'class': '28211', 'family': '118882'}","{'1': 'root', '2': 'Bacteria', '234': 'Brucella', '235': 'Brucella abortus', '356': 'Hyphomicrobiales', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '118882': 'Brucellaceae', '131567': 'cellular organisms', '2826938': 'Brucella/Ochrobactrum group'}"
26,NZ_CP016974.1,GCF_001715365.1,36855,Brucella_canis_strain_2009004498_chromosome_1_NZ_CP016974,"[1, 131567, 2, 1224, 28211, 356, 118882, 2826938, 234, 36855]","{1: 'root', 2: 'Bacteria', 234: 'Brucella', 356: 'Hyphomicrobiales', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 36855: 'Brucella canis', 118882: 'Brucellaceae', 131567: 'cellular organisms', 2826938: 'Brucella/Ochrobactrum group'}","{1: 'no rank', 2: 'superkingdom', 234: 'genus', 356: 'order', 1224: 'phylum', 28211: 'class', 36855: 'species', 118882: 'family', 131567: 'no rank', 2826938: 'no rank'}","{'no rank': '2826938', 'superkingdom': '2', 'genus': '234', 'order': '356', 'phylum': '1224', 'class': '28211', 'species': '36855', 'family': '118882'}","{'1': 'root', '2': 'Bacteria', '234': 'Brucella', '356': 'Hyphomicrobiales', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '36855': 'Brucella canis', '118882': 'Brucellaceae', '131567': 'cellular organisms', '2826938': 'Brucella/Ochrobactrum group'}"
27,NZ_CP010851.1,GCF_000875695.1,29461,Brucella_suis_strain_Human_AR_US_1981_chromosome_I_NZ_CP010851,"[1, 131567, 2, 1224, 28211, 356, 118882, 2826938, 234, 29461]","{1: 'root', 2: 'Bacteria', 234: 'Brucella', 356: 'Hyphomicrobiales', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 29461: 'Brucella suis', 118882: 'Brucellaceae', 131567: 'cellular organisms', 2826938: 'Brucella/Ochrobactrum group'}","{1: 'no rank', 2: 'superkingdom', 234: 'genus', 356: 'order', 1224: 'phylum', 28211: 'class', 29461: 'species', 118882: 'family', 131567: 'no rank', 2826938: 'no rank'}","{'no rank': '2826938', 'superkingdom': '2', 'genus': '234', 'order': '356', 'phylum': '1224', 'class': '28211', 'species': '29461', 'family': '118882'}","{'1': 'root', '2': 'Bacteria', '234': 'Brucella', '356': 'Hyphomicrobiales', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '29461': 'Brucella suis', '118882': 'Brucellaceae', '131567': 'cellular organisms', '2826938': 'Brucella/Ochrobactrum group'}"
28,NZ_CP025822.1,GCF_003516065.1,29459,Brucella_melitensis_strain_CIT31_chromosome_1_NZ_CP025822,"[1, 131567, 2, 1224, 28211, 356, 118882, 2826938, 234, 29459]","{1: 'root', 2: 'Bacteria', 234: 'Brucella', 356: 'Hyphomicrobiales', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 29459: 'Brucella melitensis', 118882: 'Brucellaceae', 131567: 'cellular organisms', 2826938: 'Brucella/Ochrobactrum group'}","{1: 'no rank', 2: 'superkingdom', 234: 'genus', 356: 'order', 1224: 'phylum', 28211: 'class', 29459: 'species', 118882: 'family', 131567: 'no rank', 2826938: 'no rank'}","{'no rank': '2826938', 'superkingdom': '2', 'genus': '234', 'order': '356', 'phylum': '1224', 'class': '28211', 'species': '29459', 'family': '118882'}","{'1': 'root', '2': 'Bacteria', '234': 'Brucella', '356': 'Hyphomicrobiales', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '29459': 'Brucella melitensis', '118882': 'Brucellaceae', '131567': 'cellular organisms', '2826938': 'Brucella/Ochrobactrum group'}"
29,NZ_UGSH01000001.1,GCF_900454225.1,94625,Brucella_intermedia_strain_NCTC12171_NZ_UGSH01000001,"[1, 131567, 2, 1224, 28211, 356, 118882, 2826938, 234, 94625]","{1: 'root', 2: 'Bacteria', 234: 'Brucella', 356: 'Hyphomicrobiales', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 94625: 'Brucella intermedia', 118882: 'Brucellaceae', 131567: 'cellular organisms', 2826938: 'Brucella/Ochrobactrum group'}","{1: 'no rank', 2: 'superkingdom', 234: 'genus', 356: 'order', 1224: 'phylum', 28211: 'class', 94625: 'species', 118882: 'family', 131567: 'no rank', 2826938: 'no rank'}","{'no rank': '2826938', 'superkingdom': '2', 'genus': '234', 'order': '356', 'phylum': '1224', 'class': '28211', 'species': '94625', 'family': '118882'}","{'1': 'root', '2': 'Bacteria', '234': 'Brucella', '356': 'Hyphomicrobiales', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '94625': 'Brucella intermedia', '118882': 'Brucellaceae', '131567': 'cellular organisms', '2826938': 'Brucella/Ochrobactrum group'}"
30,NZ_VCPE01000009.1,GCF_005938105.1,419474,Brucella_haematophila_strain_CCUG_38531_NZ_VCPE01000009,"[1, 131567, 2, 1224, 28211, 356, 118882, 2826938, 234, 419474]","{1: 'root', 2: 'Bacteria', 234: 'Brucella', 356: 'Hyphomicrobiales', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 118882: 'Brucellaceae', 131567: 'cellular organisms', 419474: 'Brucella haematophila', 2826938: 'Brucella/Ochrobactrum group'}","{1: 'no rank', 2: 'superkingdom', 234: 'genus', 356: 'order', 1224: 'phylum', 28211: 'class', 118882: 'family', 131567: 'no rank', 419474: 'species', 2826938: 'no rank'}","{'no rank': '2826938', 'superkingdom': '2', 'genus': '234', 'order': '356', 'phylum': '1224', 'class': '28211', 'family': '118882', 'species': '419474'}","{'1': 'root', '2': 'Bacteria', '234': 'Brucella', '356': 'Hyphomicrobiales', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '118882': 'Brucellaceae', '131567': 'cellular organisms', '419474': 'Brucella haematophila', '2826938': 'Brucella/Ochrobactrum group'}"
31,NZ_CP019958.1,GCF_002216815.1,34021,Candidatus_Liberibacter_asiaticus_strain_JXGC_NZ_CP019958,"[1, 131567, 2, 1224, 28211, 356, 82115, 34019, 34021]","{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 34019: 'Liberibacter', 34021: 'Candidatus Liberibacter asiaticus', 82115: 'Rhizobiaceae', 131567: 'cellular organisms'}","{1: 'no rank', 2: 'superkingdom', 356: 'order', 1224: 'phylum', 28211: 'class', 34019: 'genus', 34021: 'species', 82115: 'family', 131567: 'no rank'}","{'no rank': '131567', 'superkingdom': '2', 'order': '356', 'phylum': '1224', 'class': '28211', 'genus': '34019', 'species': '34021', 'family': '82115'}","{'1': 'root', '2': 'Bacteria', '356': 'Hyphomicrobiales', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '34019': 'Liberibacter', '34021': 'Candidatus Liberibacter asiaticus', '82115': 'Rhizobiaceae', '131567': 'cellular organisms'}"
32,NZ_CP010522.1,GCF_001543305.1,1273132,Liberibacter_crescens_strain_BT_0_NZ_CP010522,"[1, 131567, 2, 1224, 28211, 356, 82115, 34019, 1273132]","{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 34019: 'Liberibacter', 82115: 'Rhizobiaceae', 131567: 'cellular organisms', 1273132: 'Liberibacter crescens'}","{1: 'no rank', 2: 'superkingdom', 356: 'order', 1224: 'phylum', 28211: 'class', 34019: 'genus', 82115: 'family', 131567: 'no rank', 1273132: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'order': '356', 'phylum': '1224', 'class': '28211', 'genus': '34019', 'family': '82115', 'species': '1273132'}","{'1': 'root', '2': 'Bacteria', '356': 'Hyphomicrobiales', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '34019': 'Liberibacter', '82115': 'Rhizobiaceae', '131567': 'cellular organisms', '1273132': 'Liberibacter crescens'}"
33,NZ_CP022219.1,GCF_004114915.1,1325115,ALL_Bradyrhizobium_guangxiense_strain_CCBAU_53363_NZ_CP022219,"[1, 131567, 2, 1224, 28211, 356, 41294, 374, 1325115]","{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 374: 'Bradyrhizobium', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 41294: 'Nitrobacteraceae', 131567: 'cellular organisms', 1325115: 'Bradyrhizobium guangxiense'}","{1: 'no rank', 2: 'superkingdom', 356: 'order', 374: 'genus', 1224: 'phylum', 28211: 'class', 41294: 'family', 131567: 'no rank', 1325115: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'order': '356', 'genus': '374', 'phylum': '1224', 'class': '28211', 'family': '41294', 'species': '1325115'}","{'1': 'root', '2': 'Bacteria', '356': 'Hyphomicrobiales', '374': 'Bradyrhizobium', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '41294': 'Nitrobacteraceae', '131567': 'cellular organisms', '1325115': 'Bradyrhizobium guangxiense'}"
34,NZ_CP030050.1,GCF_015291705.1,858423,Bradyrhizobium_arachidis_strain_CCBAU_051107_NZ_CP030050,"[1, 131567, 2, 1224, 28211, 356, 41294, 374, 858423]","{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 374: 'Bradyrhizobium', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 41294: 'Nitrobacteraceae', 131567: 'cellular organisms', 858423: 'Bradyrhizobium arachidis'}","{1: 'no rank', 2: 'superkingdom', 356: 'order', 374: 'genus', 1224: 'phylum', 28211: 'class', 41294: 'family', 131567: 'no rank', 858423: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'order': '356', 'genus': '374', 'phylum': '1224', 'class': '28211', 'family': '41294', 'species': '858423'}","{'1': 'root', '2': 'Bacteria', '356': 'Hyphomicrobiales', '374': 'Bradyrhizobium', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '41294': 'Nitrobacteraceae', '131567': 'cellular organisms', '858423': 'Bradyrhizobium arachidis'}"
35,NZ_CP022221.1,GCF_004114935.1,1325107,Bradyrhizobium_zhanjiangense_strain_CCBAU_51778_NZ_CP022221,"[1, 131567, 2, 1224, 28211, 356, 41294, 374, 1325107]","{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 374: 'Bradyrhizobium', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 41294: 'Nitrobacteraceae', 131567: 'cellular organisms', 1325107: 'Bradyrhizobium zhanjiangense'}","{1: 'no rank', 2: 'superkingdom', 356: 'order', 374: 'genus', 1224: 'phylum', 28211: 'class', 41294: 'family', 131567: 'no rank', 1325107: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'order': '356', 'genus': '374', 'phylum': '1224', 'class': '28211', 'family': '41294', 'species': '1325107'}","{'1': 'root', '2': 'Bacteria', '356': 'Hyphomicrobiales', '374': 'Bradyrhizobium', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '41294': 'Nitrobacteraceae', '131567': 'cellular organisms', '1325107': 'Bradyrhizobium zhanjiangense'}"
36,NZ_JARFMK010000009.1,GCF_029167075.1,108015,Bradyrhizobium_yuanmingense_strain_ALSPC2061_NZ_JARFMK010000009,"[1, 131567, 2, 1224, 28211, 356, 41294, 374, 108015]","{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 374: 'Bradyrhizobium', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 41294: 'Nitrobacteraceae', 108015: 'Bradyrhizobium yuanmingense', 131567: 'cellular organisms'}","{1: 'no rank', 2: 'superkingdom', 356: 'order', 374: 'genus', 1224: 'phylum', 28211: 'class', 41294: 'family', 108015: 'species', 131567: 'no rank'}","{'no rank': '131567', 'superkingdom': '2', 'order': '356', 'genus': '374', 'phylum': '1224', 'class': '28211', 'family': '41294', 'species': '108015'}","{'1': 'root', '2': 'Bacteria', '356': 'Hyphomicrobiales', '374': 'Bradyrhizobium', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '41294': 'Nitrobacteraceae', '108015': 'Bradyrhizobium yuanmingense', '131567': 'cellular organisms'}"
37,NZ_CP032617.1,GCF_004359355.1,1355477,Bradyrhizobium_diazoefficiens_strain_110spc4_NZ_CP032617,"[1, 131567, 2, 1224, 28211, 356, 41294, 374, 1355477]","{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 374: 'Bradyrhizobium', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 41294: 'Nitrobacteraceae', 131567: 'cellular organisms', 1355477: 'Bradyrhizobium diazoefficiens'}","{1: 'no rank', 2: 'superkingdom', 356: 'order', 374: 'genus', 1224: 'phylum', 28211: 'class', 41294: 'family', 131567: 'no rank', 1355477: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'order': '356', 'genus': '374', 'phylum': '1224', 'class': '28211', 'family': '41294', 'species': '1355477'}","{'1': 'root', '2': 'Bacteria', '356': 'Hyphomicrobiales', '374': 'Bradyrhizobium', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '41294': 'Nitrobacteraceae', '131567': 'cellular organisms', '1355477': 'Bradyrhizobium diazoefficiens'}"
38,NZ_CP058354.1,GCF_013752735.1,375,Bradyrhizobium_japonicum_strain_5038_NZ_CP058354,"[1, 131567, 2, 1224, 28211, 356, 41294, 374, 375]","{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 374: 'Bradyrhizobium', 375: 'Bradyrhizobium japonicum', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 41294: 'Nitrobacteraceae', 131567: 'cellular organisms'}","{1: 'no rank', 2: 'superkingdom', 356: 'order', 374: 'genus', 375: 'species', 1224: 'phylum', 28211: 'class', 41294: 'family', 131567: 'no rank'}","{'no rank': '131567', 'superkingdom': '2', 'order': '356', 'genus': '374', 'species': '375', 'phylum': '1224', 'class': '28211', 'family': '41294'}","{'1': 'root', '2': 'Bacteria', '356': 'Hyphomicrobiales', '374': 'Bradyrhizobium', '375': 'Bradyrhizobium japonicum', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '41294': 'Nitrobacteraceae', '131567': 'cellular organisms'}"
39,NC_009445.1,GCF_000026145.1,114615,Bradyrhizobium_sp_ORS_278_strain_ORS278_NC_009445,"[1, 131567, 2, 1224, 28211, 356, 41294, 374, 2631580, 114615]","{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 374: 'Bradyrhizobium', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 41294: 'Nitrobacteraceae', 114615: 'Bradyrhizobium sp. ORS 278', 131567: 'cellular organisms', 2631580: 'unclassified Bradyrhizobium'}","{1: 'no rank', 2: 'superkingdom', 356: 'order', 374: 'genus', 1224: 'phylum', 28211: 'class', 41294: 'family', 114615: 'species', 131567: 'no rank', 2631580: 'no rank'}","{'no rank': '2631580', 'superkingdom': '2', 'order': '356', 'genus': '374', 'phylum': '1224', 'class': '28211', 'family': '41294', 'species': '114615'}","{'1': 'root', '2': 'Bacteria', '356': 'Hyphomicrobiales', '374': 'Bradyrhizobium', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '41294': 'Nitrobacteraceae', '114615': 'Bradyrhizobium sp. ORS 278', '131567': 'cellular organisms', '2631580': 'unclassified Bradyrhizobium'}"
40,NZ_CP066699.1,GCF_016584445.1,1076,ALL_Rhodopseudomonas_palustris_strain_RCB100_NZ_CP066699,"[1, 131567, 2, 1224, 28211, 356, 41294, 1073, 1076]","{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 1073: 'Rhodopseudomonas', 1076: 'Rhodopseudomonas palustris', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 41294: 'Nitrobacteraceae', 131567: 'cellular organisms'}","{1: 'no rank', 2: 'superkingdom', 356: 'order', 1073: 'genus', 1076: 'species', 1224: 'phylum', 28211: 'class', 41294: 'family', 131567: 'no rank'}","{'no rank': '131567', 'superkingdom': '2', 'order': '356', 'genus': '1073', 'species': '1076', 'phylum': '1224', 'class': '28211', 'family': '41294'}","{'1': 'root', '2': 'Bacteria', '356': 'Hyphomicrobiales', '1073': 'Rhodopseudomonas', '1076': 'Rhodopseudomonas palustris', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '41294': 'Nitrobacteraceae', '131567': 'cellular organisms'}"
41,NZ_CP077638.1,GCF_030255395.1,408,Methylorubrum_extorquens_strain_PA1_NZ_CP077638,"[1, 131567, 2, 1224, 28211, 356, 119045, 2282523, 408]","{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 408: 'Methylorubrum extorquens', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 119045: 'Methylobacteriaceae', 131567: 'cellular organisms', 2282523: 'Methylorubrum'}","{1: 'no rank', 2: 'superkingdom', 356: 'order', 408: 'species', 1224: 'phylum', 28211: 'class', 119045: 'family', 131567: 'no rank', 2282523: 'genus'}","{'no rank': '131567', 'superkingdom': '2', 'order': '356', 'species': '408', 'phylum': '1224', 'class': '28211', 'family': '119045', 'genus': '2282523'}","{'1': 'root', '2': 'Bacteria', '356': 'Hyphomicrobiales', '408': 'Methylorubrum extorquens', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '119045': 'Methylobacteriaceae', '131567': 'cellular organisms', '2282523': 'Methylorubrum'}"
42,NZ_JACHOS010000052.1,GCF_014199985.1,29427,Methylorubrum_rhodesianum_strain_DSM_5687_NZ_JACHOS010000052,"[1, 131567, 2, 1224, 28211, 356, 119045, 2282523, 29427]","{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 29427: 'Methylorubrum rhodesianum', 119045: 'Methylobacteriaceae', 131567: 'cellular organisms', 2282523: 'Methylorubrum'}","{1: 'no rank', 2: 'superkingdom', 356: 'order', 1224: 'phylum', 28211: 'class', 29427: 'species', 119045: 'family', 131567: 'no rank', 2282523: 'genus'}","{'no rank': '131567', 'superkingdom': '2', 'order': '356', 'phylum': '1224', 'class': '28211', 'species': '29427', 'family': '119045', 'genus': '2282523'}","{'1': 'root', '2': 'Bacteria', '356': 'Hyphomicrobiales', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '29427': 'Methylorubrum rhodesianum', '119045': 'Methylobacteriaceae', '131567': 'cellular organisms', '2282523': 'Methylorubrum'}"
43,NZ_CP019948.1,GCF_002117405.1,655015,ALL_Methylocystis_bryophila_strain_S285_NZ_CP019948,"[1, 131567, 2, 1224, 28211, 356, 31993, 133, 655015]","{1: 'root', 2: 'Bacteria', 133: 'Methylocystis', 356: 'Hyphomicrobiales', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 31993: 'Methylocystaceae', 131567: 'cellular organisms', 655015: 'Methylocystis bryophila'}","{1: 'no rank', 2: 'superkingdom', 133: 'genus', 356: 'order', 1224: 'phylum', 28211: 'class', 31993: 'family', 131567: 'no rank', 655015: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'genus': '133', 'order': '356', 'phylum': '1224', 'class': '28211', 'family': '31993', 'species': '655015'}","{'1': 'root', '2': 'Bacteria', '133': 'Methylocystis', '356': 'Hyphomicrobiales', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '31993': 'Methylocystaceae', '131567': 'cellular organisms', '655015': 'Methylocystis bryophila'}"
44,NZ_CABFMQ020000163.1,GCF_901905185.1,227605,Methylocella_tundrae_strain_2_NZ_CABFMQ020000163,"[1, 131567, 2, 1224, 28211, 356, 45404, 120652, 227605]","{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 45404: 'Beijerinckiaceae', 120652: 'Methylocella', 131567: 'cellular organisms', 227605: 'Methylocella tundrae'}","{1: 'no rank', 2: 'superkingdom', 356: 'order', 1224: 'phylum', 28211: 'class', 45404: 'family', 120652: 'genus', 131567: 'no rank', 227605: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'order': '356', 'phylum': '1224', 'class': '28211', 'family': '45404', 'genus': '120652', 'species': '227605'}","{'1': 'root', '2': 'Bacteria', '356': 'Hyphomicrobiales', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '45404': 'Beijerinckiaceae', '120652': 'Methylocella', '131567': 'cellular organisms', '227605': 'Methylocella tundrae'}"
45,NZ_CP063362.1,GCF_016807805.1,2528964,ALL_Xanthobacter_dioxanivorans_strain_YN2_NZ_CP063362,"[1, 131567, 2, 1224, 28211, 356, 335928, 279, 2528964]","{1: 'root', 2: 'Bacteria', 279: 'Xanthobacter', 356: 'Hyphomicrobiales', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 335928: 'Xanthobacteraceae', 2528964: 'Xanthobacter dioxanivorans'}","{1: 'no rank', 2: 'superkingdom', 279: 'genus', 356: 'order', 1224: 'phylum', 28211: 'class', 131567: 'no rank', 335928: 'family', 2528964: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'genus': '279', 'order': '356', 'phylum': '1224', 'class': '28211', 'family': '335928', 'species': '2528964'}","{'1': 'root', '2': 'Bacteria', '279': 'Xanthobacter', '356': 'Hyphomicrobiales', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '131567': 'cellular organisms', '335928': 'Xanthobacteraceae', '2528964': 'Xanthobacter dioxanivorans'}"
46,NZ_CP081869.1,GCF_019797865.1,1437009,Chenggangzhangella_methanolivorans_strain_CHL1_NZ_CP081869,"[1, 131567, 2, 1224, 28211, 356, 3149309, 2041902, 1437009]","{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 1224: 'Pseudomonadota', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 1437009: 'Chenggangzhangella methanolivorans', 2041902: 'Chenggangzhangella', 3149309: 'Methylopilaceae'}","{1: 'no rank', 2: 'superkingdom', 356: 'order', 1224: 'phylum', 28211: 'class', 131567: 'no rank', 1437009: 'species', 2041902: 'genus', 3149309: 'family'}","{'no rank': '131567', 'superkingdom': '2', 'order': '356', 'phylum': '1224', 'class': '28211', 'species': '1437009', 'genus': '2041902', 'family': '3149309'}","{'1': 'root', '2': 'Bacteria', '356': 'Hyphomicrobiales', '1224': 'Pseudomonadota', '28211': 'Alphaproteobacteria', '131567': 'cellular organisms', '1437009': 'Chenggangzhangella methanolivorans', '2041902': 'Chenggangzhangella', '3149309': 'Methylopilaceae'}"
